Variation,visit_id,steps,total_steps,backward_steps
Test,241263020_54751959590_84526,"(16, 6)",16,6
Test,241288184_70154112652_908085,"(4, 0)",4,0
Test,241294761_61374202803_484482,"(4, 0)",4,0
Test,24130199_87288413056_812748,"(7, 1)",7,1
Test,241313443_86495397289_713301,"(4, 0)",4,0
Test,241362854_70831406675_501507,"(3, 0)",3,0
Test,241403826_74920394741_80529,"(4, 0)",4,0
Test,241447014_74868750520_288052,"(2, 1)",2,1
Test,241453719_10714763818_819110,"(4, 0)",4,0
Test,241535821_33948240554_498040,"(2, 1)",2,1
Test,241545055_96798123065_873752,"(4, 0)",4,0
Test,241551183_48306352892_102770,"(10, 2)",10,2
Test,241556315_96136702301_805054,"(4, 0)",4,0
Test,241563388_66381065924_893581,"(4, 0)",4,0
Test,241581179_2275657866_124317,"(4, 2)",4,2
Test,241582978_73840227811_59725,"(8, 2)",8,2
Test,241583789_65489454878_249687,"(4, 0)",4,0
Test,241593297_4417246646_666124,"(6, 1)",6,1
Test,241635128_18680134792_883861,"(4, 0)",4,0
Test,241671760_20956043516_790737,"(0, 0)",0,0
Test,241685973_18526821013_756716,"(0, 0)",0,0
Test,241760506_84103677783_726295,"(4, 0)",4,0
Test,241809211_28563992919_7327,"(4, 0)",4,0
Test,241820701_5760483038_465304,"(4, 0)",4,0
Test,241917910_2067363245_334602,"(3, 0)",3,0
Test,241931062_64479714636_105648,"(4, 2)",4,2
Test,241954941_68278084433_115069,"(1, 0)",1,0
Test,242029840_78496296117_332284,"(1, 0)",1,0
Test,242046572_87335967065_653713,"(4, 0)",4,0
Test,242068429_61337139500_88311,"(4, 0)",4,0
Test,242089209_29248638010_295127,"(4, 0)",4,0
Test,242158091_23117951582_155132,"(6, 1)",6,1
Test,242158111_41584907387_415771,"(0, 0)",0,0
Test,242164562_96984057358_483261,"(4, 1)",4,1
Test,242189606_352913766_305479,"(4, 0)",4,0
Test,242262486_95149653676_445104,"(4, 0)",4,0
Test,242271044_69040412695_725399,"(5, 1)",5,1
Test,242318235_7664139941_718413,"(4, 0)",4,0
Test,242324644_99062481257_3353,"(0, 0)",0,0
Test,242390445_61689679507_172253,"(6, 3)",6,3
Test,242415712_76919953202_88151,"(4, 0)",4,0
Test,242417431_64092724470_141277,"(0, 0)",0,0
Test,24252735_66863331417_927162,"(4, 0)",4,0
Test,242549658_82568247814_504623,"(4, 0)",4,0
Test,24256367_62186417518_212786,"(4, 0)",4,0
Test,242573572_85324856353_361402,"(3, 1)",3,1
Test,242598092_27080609669_321759,"(6, 1)",6,1
Test,24261213_84578968852_776928,"(4, 0)",4,0
Test,242633161_86003169348_825019,"(8, 4)",8,4
Test,24263865_10834336473_931223,"(6, 1)",6,1
Test,242653001_49857261129_160297,"(4, 0)",4,0
Test,242677822_9559805608_469727,"(2, 0)",2,0
Test,242698275_41632616302_426910,"(1, 0)",1,0
Test,242700629_5320628070_504131,"(4, 0)",4,0
Test,242709136_61390623558_652236,"(4, 1)",4,1
Test,24275505_5252912670_952614,"(4, 0)",4,0
Test,2427592_46651842553_508860,"(1, 0)",1,0
Test,242787872_58559719684_185931,"(5, 1)",5,1
Test,242847421_50538750603_242896,"(1, 0)",1,0
Test,242933732_22020187888_600035,"(4, 0)",4,0
Test,242947627_65418323412_951797,"(6, 3)",6,3
Test,243001788_48148236157_262975,"(6, 1)",6,1
Test,243029088_50302584251_555077,"(1, 0)",1,0
Test,243110578_41318185741_973421,"(6, 1)",6,1
Test,243138412_94545120977_679043,"(4, 0)",4,0
Test,243144364_53762952392_906854,"(4, 0)",4,0
Test,2431580_81797058513_816049,"(3, 1)",3,1
Test,243209880_20419296002_392620,"(7, 2)",7,2
Test,243229242_53360109981_533481,"(8, 4)",8,4
Test,243245901_25014988421_775831,"(4, 0)",4,0
Test,24326389_58699980847_540624,"(4, 0)",4,0
Test,243416848_88200918924_676220,"(6, 3)",6,3
Test,24342555_72360126341_717090,"(1, 0)",1,0
Test,243428016_23765303647_936985,"(2, 1)",2,1
Test,243444919_36839719581_244594,"(4, 0)",4,0
Test,243499851_72527701876_92538,"(4, 0)",4,0
Test,243509845_61288587023_176705,"(4, 0)",4,0
Test,243524909_1939633336_798973,"(6, 2)",6,2
Test,243529937_97517640233_666884,"(6, 1)",6,1
Test,243531854_8188558596_924701,"(6, 2)",6,2
Test,243555674_18535338988_950050,"(5, 2)",5,2
Test,243559436_84165392898_198488,"(4, 0)",4,0
Test,243575362_78247869713_768368,"(10, 3)",10,3
Test,243630895_62397095247_759166,"(4, 0)",4,0
Test,243650602_58652939623_416864,"(4, 0)",4,0
Test,243671858_19396482772_109874,"(6, 1)",6,1
Test,24370651_73094996719_970867,"(0, 0)",0,0
Test,243715033_75879912544_195933,"(6, 2)",6,2
Test,243724645_32670602169_323244,"(1, 0)",1,0
Test,243728313_10627909618_775228,"(3, 0)",3,0
Test,243731936_88624518793_550551,"(3, 1)",3,1
Test,24374996_21042756418_765780,"(0, 0)",0,0
Test,243751268_9020460563_923194,"(0, 0)",0,0
Test,243792017_79992634789_328711,"(8, 1)",8,1
Test,243803276_13096527840_900256,"(2, 1)",2,1
Test,243806537_52782289906_16491,"(6, 2)",6,2
Test,24398396_53745907698_833786,"(1, 0)",1,0
Test,243997953_68974699382_665590,"(3, 1)",3,1
Test,244049954_43617617517_999204,"(1, 0)",1,0
Test,244099922_82704112523_514681,"(4, 0)",4,0
Test,244151618_41082970207_804500,"(4, 0)",4,0
Test,244159854_36368213294_660765,"(4, 1)",4,1
Test,244162860_25182774274_942223,"(4, 0)",4,0
Test,244209822_97788640363_965772,"(5, 1)",5,1
Test,244261915_94378818692_365347,"(4, 0)",4,0
Test,244308388_29845396934_905329,"(4, 0)",4,0
Test,24433649_21672703914_344160,"(4, 0)",4,0
Test,244390787_57858315217_710906,"(2, 0)",2,0
Test,24441396_84029199713_188,"(4, 0)",4,0
Test,24442351_59971538486_269478,"(4, 0)",4,0
Test,244482993_43750523588_486812,"(4, 0)",4,0
Test,244486780_89895659535_297939,"(4, 0)",4,0
Test,244493688_59249133583_61358,"(4, 0)",4,0
Test,244535703_23601592728_333255,"(4, 0)",4,0
Test,24455049_75211807857_679129,"(0, 0)",0,0
Test,244562899_27085511527_410818,"(4, 0)",4,0
Test,244583133_2029055919_333913,"(6, 1)",6,1
Test,24460687_67657170879_503837,"(0, 0)",0,0
Test,24470457_93561300492_694514,"(5, 1)",5,1
Test,244716710_96446399422_957026,"(4, 0)",4,0
Test,24474868_72741531902_503825,"(6, 1)",6,1
Test,244756373_89145240430_873774,"(6, 1)",6,1
Test,244779178_90847338048_924317,"(4, 0)",4,0
Test,244977087_37321688047_996310,"(6, 1)",6,1
Test,244985235_12833192608_44035,"(1, 0)",1,0
Test,245005626_20052304951_898794,"(5, 2)",5,2
Test,24513650_90049424508_914255,"(12, 4)",12,4
Test,245250200_54473415061_703095,"(4, 1)",4,1
Test,245264285_59581094109_17550,"(4, 0)",4,0
Test,245304941_56290687246_189701,"(4, 0)",4,0
Test,245376258_82515960935_805581,"(4, 0)",4,0
Test,245425557_83295980715_970343,"(4, 0)",4,0
Test,245448222_46188403982_537911,"(0, 0)",0,0
Test,245460610_54141860255_122869,"(4, 0)",4,0
Test,245512198_66442779482_502502,"(4, 0)",4,0
Test,245518630_21766605533_502965,"(3, 0)",3,0
Test,245646318_33288230995_515512,"(1, 0)",1,0
Test,245669313_55845221009_577387,"(4, 0)",4,0
Test,245678316_24660929564_589908,"(1, 0)",1,0
Test,245732484_47963379836_530106,"(1, 0)",1,0
Test,245786079_95906942097_482155,"(4, 0)",4,0
Test,245828567_43327336264_258765,"(2, 0)",2,0
Test,245874458_33875162960_727066,"(4, 0)",4,0
Test,245879445_400606390_802370,"(4, 0)",4,0
Test,245884342_76048912096_788321,"(7, 2)",7,2
Test,245910249_61085144981_910372,"(4, 0)",4,0
Test,245944001_62693194317_138916,"(1, 0)",1,0
Test,245947570_56768441803_154855,"(4, 0)",4,0
Test,246086811_61124810714_487394,"(4, 0)",4,0
Test,246091141_74974145826_311315,"(4, 0)",4,0
Test,246158026_93029772959_435557,"(9, 2)",9,2
Test,246166718_82252852948_718871,"(3, 1)",3,1
Test,246215842_9074051752_228884,"(4, 0)",4,0
Test,246218947_31542904445_390457,"(8, 1)",8,1
Test,24629066_97668838227_112934,"(4, 0)",4,0
Test,246298059_88803184388_140351,"(0, 0)",0,0
Test,246302344_63860039706_349956,"(4, 0)",4,0
Test,246330201_28469578517_69836,"(4, 0)",4,0
Test,246336730_29351020074_740514,"(4, 0)",4,0
Test,246367402_26723104712_728317,"(4, 0)",4,0
Test,246391401_30852960369_998963,"(6, 2)",6,2
Test,246427374_62423269255_651225,"(4, 0)",4,0
Test,246439203_81518477826_329694,"(11, 5)",11,5
Test,246477317_27376320988_449444,"(4, 0)",4,0
Test,246547448_92444918599_903583,"(2, 0)",2,0
Test,246584001_16175668246_844674,"(4, 0)",4,0
Test,246647011_74875688087_524076,"(4, 1)",4,1
Test,246686674_63669569811_54055,"(1, 0)",1,0
Test,246701844_94860627437_650617,"(4, 0)",4,0
Test,246755600_44772620166_835055,"(6, 1)",6,1
Test,246782090_53747516151_716763,"(4, 0)",4,0
Test,246783887_49095592716_876336,"(4, 0)",4,0
Test,246798598_83928568180_863725,"(4, 0)",4,0
Test,246804494_6241943994_110249,"(0, 0)",0,0
Test,246828397_70369557191_96756,"(2, 1)",2,1
Test,246868793_61076147271_557065,"(7, 1)",7,1
Test,246877855_25560693143_404860,"(4, 0)",4,0
Test,246936654_68581523702_124955,"(4, 0)",4,0
Test,246945825_61828571048_905897,"(1, 0)",1,0
Test,247143626_57844772711_981207,"(3, 0)",3,0
Test,247179883_52159940994_312489,"(4, 0)",4,0
Test,247207406_82881412556_602373,"(4, 0)",4,0
Test,247227019_62447107492_226825,"(4, 0)",4,0
Test,247228545_44155495206_193860,"(4, 0)",4,0
Test,24725420_77523199311_625800,"(5, 2)",5,2
Test,247278433_15399718028_461810,"(3, 1)",3,1
Test,247399778_82622366512_686868,"(4, 0)",4,0
Test,247493019_58117316135_304528,"(0, 0)",0,0
Test,247502100_7433579851_925236,"(4, 0)",4,0
Test,247503697_11679931698_453228,"(4, 0)",4,0
Test,247514106_91038502369_238048,"(1, 0)",1,0
Test,247516750_67435639067_924134,"(7, 2)",7,2
Test,247516956_86655525240_591561,"(4, 0)",4,0
Test,247519396_39823805370_969231,"(4, 0)",4,0
Test,247578169_41275454308_899667,"(4, 0)",4,0
Test,247584979_62522180800_909042,"(4, 0)",4,0
Test,24762310_39470410918_872096,"(4, 0)",4,0
Test,247640863_46454524034_998990,"(1, 0)",1,0
Test,247642985_26943289208_225104,"(4, 0)",4,0
Test,247697190_88373288079_880547,"(0, 0)",0,0
Test,247722761_40963529755_638993,"(4, 0)",4,0
Test,247740324_84839363995_351942,"(7, 1)",7,1
Test,24774685_76598902222_61503,"(4, 1)",4,1
Test,247813319_35266478930_806903,"(4, 0)",4,0
Test,247839346_73989430612_286541,"(3, 0)",3,0
Test,247848974_81218358742_177243,"(4, 0)",4,0
Test,247866098_41099160300_650999,"(11, 4)",11,4
Test,247871009_18090242743_426462,"(6, 1)",6,1
Test,247883873_23187443457_180093,"(2, 1)",2,1
Test,247888181_84552935289_890014,"(4, 0)",4,0
Test,247902310_50639851586_107876,"(4, 0)",4,0
Test,247924193_42171001664_607839,"(4, 0)",4,0
Test,24806357_83908390094_909740,"(4, 0)",4,0
Test,248071533_17583306704_262792,"(2, 1)",2,1
Test,2480853_40377268850_61873,"(0, 0)",0,0
Test,248093517_40474889294_138308,"(4, 1)",4,1
Test,248145679_30569708153_862118,"(4, 0)",4,0
Test,24815086_80625207790_518830,"(8, 1)",8,1
Test,248196747_9688237962_75362,"(6, 1)",6,1
Test,248217961_87769542339_774573,"(3, 1)",3,1
Test,248228399_77782265695_767849,"(4, 0)",4,0
Test,248259881_58982213339_218692,"(6, 1)",6,1
Test,248289086_4945468260_729326,"(1, 0)",1,0
Test,248301728_75452451903_537111,"(4, 0)",4,0
Test,248305953_10629376888_702077,"(4, 0)",4,0
Test,248336678_919086452_381364,"(4, 0)",4,0
Test,248403518_78489127554_671069,"(2, 1)",2,1
Test,248404132_8039962947_744267,"(0, 0)",0,0
Test,248410992_92448768986_854287,"(2, 1)",2,1
Test,248446373_95962019756_645805,"(6, 1)",6,1
Test,24849593_40254812109_793803,"(4, 0)",4,0
Test,248531137_99192446872_570111,"(4, 1)",4,1
Test,248581817_25851193709_683967,"(5, 1)",5,1
Test,24859455_82989150181_484838,"(4, 0)",4,0
Test,248595165_36881861678_414628,"(2, 1)",2,1
Test,248602832_57058507515_299941,"(4, 0)",4,0
Test,248603377_30228184233_95053,"(4, 0)",4,0
Test,24863327_52153511555_874299,"(1, 0)",1,0
Test,24866815_98762849420_583985,"(4, 0)",4,0
Test,248681158_81012573221_413528,"(4, 0)",4,0
Test,248687665_15133659478_188032,"(0, 0)",0,0
Test,2486904_22087492376_262767,"(6, 1)",6,1
Test,248723488_39397783581_404193,"(4, 0)",4,0
Test,248764073_48038271149_985051,"(4, 0)",4,0
Test,248827272_38858680963_244138,"(6, 2)",6,2
Test,248864108_78396639692_990086,"(6, 1)",6,1
Test,248870875_40306260628_355955,"(4, 0)",4,0
Test,248882762_67388634311_973433,"(4, 0)",4,0
Test,248885317_30921237689_305214,"(4, 0)",4,0
Test,248954769_57075285284_605206,"(4, 0)",4,0
Test,248956726_49854170515_755341,"(4, 0)",4,0
Test,2489966_60968317521_903828,"(3, 1)",3,1
Test,249014031_27820877240_328024,"(6, 1)",6,1
Test,249020995_44846844126_456427,"(4, 0)",4,0
Test,249052951_80704255954_820291,"(1, 0)",1,0
Test,249126671_10978321238_556243,"(5, 1)",5,1
Test,249147432_51621446697_416255,"(0, 0)",0,0
Test,249163887_4673770463_954548,"(4, 0)",4,0
Test,249192648_48401712801_394339,"(4, 1)",4,1
Test,249208482_96685379109_65689,"(4, 0)",4,0
Test,249211003_18349443917_742829,"(11, 3)",11,3
Test,249216615_31522508411_237485,"(4, 2)",4,2
Test,249233995_65400106016_680535,"(4, 0)",4,0
Test,249256702_51907463099_573016,"(3, 0)",3,0
Test,249301518_95421249220_254279,"(8, 2)",8,2
Test,249304506_33373293378_298075,"(4, 0)",4,0
Test,249327847_93407051162_708195,"(6, 1)",6,1
Test,249388576_94808739021_784568,"(4, 1)",4,1
Test,249400152_96108118026_816374,"(4, 0)",4,0
Test,249403975_1048923099_828690,"(8, 1)",8,1
Test,249414494_17093477135_790844,"(4, 0)",4,0
Test,249426864_94269812186_301807,"(4, 0)",4,0
Test,249468492_2971671954_645595,"(4, 0)",4,0
Test,249471677_20474143834_547004,"(2, 1)",2,1
Test,249511225_69797185229_519452,"(0, 0)",0,0
Test,249513605_26735149357_405072,"(4, 0)",4,0
Test,249608531_34950393613_225435,"(4, 2)",4,2
Test,249622377_76535493616_83246,"(4, 0)",4,0
Test,249656104_29912210275_718713,"(4, 0)",4,0
Test,249749271_64304416965_449883,"(4, 0)",4,0
Test,249753010_29504801655_278973,"(4, 0)",4,0
Test,249770427_94452136267_746499,"(3, 1)",3,1
Test,249771690_84537152298_946161,"(4, 0)",4,0
Test,24980277_53187011211_596709,"(4, 0)",4,0
Test,249805370_24777020541_862457,"(4, 0)",4,0
Test,249816978_38188019541_495608,"(3, 1)",3,1
Test,249856388_56118756163_232225,"(2, 0)",2,0
Test,249859184_55125112926_206043,"(2, 0)",2,0
Test,249906493_62885523833_397666,"(6, 1)",6,1
Test,249940143_82736973636_479240,"(4, 0)",4,0
Test,249950914_83145678185_709773,"(4, 0)",4,0
Test,249962805_29302865563_240347,"(4, 0)",4,0
Test,249988707_87919386861_483117,"(4, 0)",4,0
Test,249998433_5647151756_559363,"(4, 0)",4,0
Test,250000881_85479873584_153554,"(7, 3)",7,3
Test,250001760_62621295991_69406,"(2, 0)",2,0
Test,250026623_49501902820_590023,"(2, 1)",2,1
Test,250042556_17686014393_494569,"(1, 0)",1,0
Test,250058114_21400394796_537925,"(8, 2)",8,2
Test,250064676_56560038705_206890,"(1, 0)",1,0
Test,250087333_56481479487_881747,"(5, 2)",5,2
Test,250119459_88231306532_571026,"(4, 0)",4,0
Test,250147213_36327716597_477440,"(0, 0)",0,0
Test,250161681_29092678723_491692,"(4, 0)",4,0
Test,250199802_47385877761_11989,"(4, 0)",4,0
Test,250270357_66922112118_605689,"(8, 1)",8,1
Test,250308296_40089280182_411223,"(4, 1)",4,1
Test,250406505_52321497260_967215,"(4, 0)",4,0
Test,250420142_70337658366_858648,"(4, 0)",4,0
Test,250439693_67975852704_113310,"(4, 0)",4,0
Test,250442224_81341889070_726562,"(4, 0)",4,0
Test,250449881_49681965957_798181,"(0, 0)",0,0
Test,25047590_38967268437_27885,"(4, 1)",4,1
Test,25050240_49369160993_291361,"(4, 0)",4,0
Test,250507690_62884645073_760255,"(4, 0)",4,0
Test,250523829_95500940518_298254,"(4, 0)",4,0
Test,250531070_40773192314_291604,"(2, 0)",2,0
Test,250558528_66346838373_906336,"(9, 2)",9,2
Test,25060474_75179813814_998267,"(1, 0)",1,0
Test,250736062_76499210793_250820,"(4, 0)",4,0
Test,25073845_37817290392_174917,"(4, 0)",4,0
Test,250747773_53714918491_740388,"(10, 3)",10,3
Test,25076865_5656189811_784023,"(4, 1)",4,1
Test,250796100_49369224330_534114,"(9, 3)",9,3
Test,250802633_98041048734_990678,"(3, 0)",3,0
Test,250827390_65646339689_707293,"(4, 0)",4,0
Test,25083202_14414815813_27797,"(4, 0)",4,0
Test,250877153_88813676926_386434,"(4, 0)",4,0
Test,25092640_64649800315_363340,"(4, 0)",4,0
Test,250955665_49747485096_775132,"(4, 0)",4,0
Test,250970801_30026491621_159619,"(4, 0)",4,0
Test,251026347_41890036263_84552,"(0, 0)",0,0
Test,251050898_41636255622_761138,"(4, 1)",4,1
Test,25105159_32894328661_829343,"(11, 5)",11,5
Test,251060605_51935530434_469981,"(4, 2)",4,2
Test,25107359_23003259547_770259,"(4, 0)",4,0
Test,251074634_70521219174_426244,"(0, 0)",0,0
Test,251171384_90076395901_169324,"(6, 1)",6,1
Test,251174037_27112058190_669960,"(4, 0)",4,0
Test,251174856_16391569672_468125,"(4, 0)",4,0
Test,251180936_24450801290_32613,"(4, 0)",4,0
Test,251186806_58738096154_241634,"(1, 0)",1,0
Test,251187540_58248497840_829781,"(0, 0)",0,0
Test,251223561_53858334901_416289,"(4, 0)",4,0
Test,251240285_28413090269_677406,"(4, 1)",4,1
Test,251257976_50425498915_131840,"(4, 0)",4,0
Test,251264543_90166717531_488459,"(4, 0)",4,0
Test,251294984_75246810209_341645,"(4, 0)",4,0
Test,251341721_81586786326_268375,"(4, 0)",4,0
Test,251508513_13237876545_229188,"(5, 2)",5,2
Test,251510352_66446920183_327966,"(6, 2)",6,2
Test,251515969_32136726617_741079,"(6, 3)",6,3
Test,251568736_37839206288_999085,"(6, 1)",6,1
Test,251649140_50008801262_991549,"(4, 0)",4,0
Test,251736780_73239582268_384737,"(1, 0)",1,0
Test,251773758_24350879779_62647,"(0, 0)",0,0
Test,251931539_48454923797_909669,"(6, 1)",6,1
Test,251959703_56672431767_620084,"(4, 0)",4,0
Test,251992991_26695733427_782622,"(4, 0)",4,0
Test,25201306_21311673114_345551,"(4, 0)",4,0
Test,252031032_77654446621_719867,"(4, 0)",4,0
Test,252054196_2441054992_819931,"(3, 1)",3,1
Test,252105087_38294365786_792536,"(4, 0)",4,0
Test,252117967_68299161774_848834,"(4, 0)",4,0
Test,252145227_4766606291_942853,"(8, 4)",8,4
Test,252153983_98730950754_25144,"(6, 1)",6,1
Test,25215437_84586556791_40970,"(2, 1)",2,1
Test,252185142_9111714182_791328,"(4, 0)",4,0
Test,252205147_28157758899_650023,"(4, 0)",4,0
Test,252242869_73626375123_162513,"(4, 0)",4,0
Test,25229787_91602757926_468168,"(4, 1)",4,1
Test,252330_71292178545_262801,"(10, 3)",10,3
Test,252495598_50498033861_432816,"(3, 0)",3,0
Test,252498281_64826670087_992397,"(5, 2)",5,2
Test,252512737_98634789564_204087,"(4, 0)",4,0
Test,252515474_73878014936_936383,"(4, 0)",4,0
Test,252561614_87495411098_718894,"(4, 0)",4,0
Test,252574555_86475567162_591955,"(0, 0)",0,0
Test,252574680_82155831638_39619,"(3, 1)",3,1
Test,252589583_65245605443_461135,"(4, 2)",4,2
Test,252625855_97302853232_354021,"(8, 2)",8,2
Test,252635740_65697367052_357523,"(4, 0)",4,0
Test,252672145_36039719389_236089,"(1, 0)",1,0
Test,252696778_17614058738_365452,"(0, 0)",0,0
Test,252715962_14039115313_829005,"(4, 0)",4,0
Test,252727284_28054828739_140874,"(4, 1)",4,1
Test,252747670_804801137_756659,"(4, 0)",4,0
Test,252783221_3661984820_995907,"(4, 0)",4,0
Test,252820783_92527596422_659759,"(1, 0)",1,0
Test,252892195_69618477195_640775,"(0, 0)",0,0
Test,25289465_25728286831_441774,"(9, 3)",9,3
Test,252900302_27966768460_100489,"(4, 0)",4,0
Test,252901600_1432129589_418103,"(4, 0)",4,0
Test,252936565_80637686802_786871,"(4, 0)",4,0
Test,252956188_76883456724_282595,"(5, 1)",5,1
Test,253031771_86051741798_238358,"(4, 0)",4,0
Test,253113577_47817756384_955924,"(1, 0)",1,0
Test,253162172_16018206400_577361,"(4, 0)",4,0
Test,253176530_9644651116_165827,"(4, 0)",4,0
Test,253188644_47368274448_855497,"(4, 0)",4,0
Test,253231630_79842762102_120775,"(10, 3)",10,3
Test,253326835_60164122421_24531,"(4, 0)",4,0
Test,253334236_1072850294_321216,"(5, 1)",5,1
Test,253340215_67138658625_445016,"(2, 0)",2,0
Test,2533724_85073322682_129422,"(7, 3)",7,3
Test,253382986_51764813910_98150,"(0, 0)",0,0
Test,253398014_79444682184_452803,"(9, 2)",9,2
Test,253426481_63596072165_878435,"(2, 0)",2,0
Test,253450724_26880434565_728446,"(6, 1)",6,1
Test,25346996_87118221640_719933,"(5, 1)",5,1
Test,253551909_99454327683_679611,"(4, 0)",4,0
Test,253572376_9508441745_147582,"(6, 1)",6,1
Test,253579643_28051962190_430317,"(6, 1)",6,1
Test,253627174_94927414287_844799,"(4, 0)",4,0
Test,253650574_6783637388_272154,"(1, 0)",1,0
Test,253694219_8576304785_918656,"(4, 0)",4,0
Test,253705327_68145431424_8726,"(4, 2)",4,2
Test,253712887_55988506495_476796,"(6, 1)",6,1
Test,253760650_91853400162_269816,"(4, 0)",4,0
Test,253768738_36976183943_111546,"(4, 0)",4,0
Test,253807705_79608389520_880425,"(4, 0)",4,0
Test,253811241_80214359545_800789,"(0, 0)",0,0
Test,253899051_78384997017_149651,"(2, 1)",2,1
Test,25391780_93079329398_499256,"(4, 0)",4,0
Test,253962107_64213166735_980742,"(6, 1)",6,1
Test,254033690_35572106518_980287,"(4, 0)",4,0
Test,254050483_56722340874_77819,"(4, 0)",4,0
Test,254062256_53434564809_91752,"(4, 0)",4,0
Test,254091428_61166929098_516546,"(4, 0)",4,0
Test,254169822_12744427552_525799,"(4, 0)",4,0
Test,254203981_1117450921_444839,"(6, 1)",6,1
Test,254215405_955236034_301132,"(4, 0)",4,0
Test,254260465_63418159408_309066,"(1, 0)",1,0
Test,254293681_48142320126_862644,"(2, 0)",2,0
Test,254371637_68144918766_126151,"(6, 1)",6,1
Test,254447471_89171351733_99244,"(4, 0)",4,0
Test,254450811_60339073491_254083,"(1, 0)",1,0
Test,254486603_55771470755_848598,"(4, 0)",4,0
Test,254505926_78233568324_480951,"(4, 0)",4,0
Test,254547202_35941525670_1200,"(6, 1)",6,1
Test,254562746_89213279759_468589,"(2, 1)",2,1
Test,254582767_57896923340_453868,"(4, 1)",4,1
Test,254599286_55619787729_395716,"(4, 0)",4,0
Test,254686192_18624237542_236537,"(4, 0)",4,0
Test,254696448_74860548646_458045,"(13, 4)",13,4
Test,254697178_18701724326_207653,"(4, 0)",4,0
